amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp.keys,key_resp.rt,response,starting_width_deg,starting_space_deg,response_width_degree,response_spacing_degree,response_width_pixel,response_spacing_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.5,0.1,1.9,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,0,0,0,0,0,22,22,13,,,,,num_3,1.3798997001722455,num_3,0.2,0.6,0.15000000000000002,0.85,5.52974,31.33522,return,6.4897132001351565,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,4,9.25,9.75,10.25,10.75,0,0.5,0.25,0.25,1.75,10,initial,36.05,333,351,370,388,0,9,9,9,9,0,,,,,0,0,0,0,0,23,23,20,,,,,num_4,1.7042454001493752,num_4,0.15,0.6,0.25,0.5,9.21624,18.43248,return,4.546793200075626,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.8,0.1,1.9000000000000001,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,0,0,0,0,0,24,24,12,,,,,num_3,1.715204200008884,num_3,0.1,0.7,0.10000000000000002,0.7,3.6865,25.80547,return,4.2511364000383765,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,4,9.25,9.75,10.25,10.75,0,0.5,0.4,0.1,1.6,10,initial,36.05,333,351,370,388,0,9,9,9,9,0,,,,,0,0,0,0,0,25,25,18,,,,,num_4,1.3447887999936938,num_4,0.45,0.5,0.15000000000000008,0.6,5.52974,22.11898,return,4.121864400105551,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,4,9.3,9.766666666666667,10.233333333333333,10.7,0,0.4666666666666667,0.21666666666666665,0.25,1.65,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,0,0,0,0,0,26,26,9,,,,,num_4,1.805346000008285,num_4,0.4,0.6,0.25000000000000006,0.5,9.21624,18.43248,return,4.243992599891499,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,4,9.5,9.833333333333334,10.166666666666666,10.5,0,0.33333333333333337,0.23333333333333336,0.1,1.1,10,match,36.05,342,354,367,379,0,9,9,9,9,0,,,,,0,0,0,0,0,27,27,1,,,,,num_4,1.1866032998077571,num_4,0.3,0.7,0.15000000000000002,0.4,5.52974,14.74598,return,3.697967200074345,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,9.5,10,10.5,0,0,0.5,0.4,0.1,1.1,10,initial,36.05,342,361,379,0,0,9,9,9,0,0,,,,,0,0,0,0,0,28,28,0,,,,,num_3,1.4186517999041826,num_3,0.25,0.5,0.10000000000000002,0.45,3.6865,16.58923,return,7.005885600112379,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.125,0.4,2.5,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,0,0,0,0,0,29,29,29,,,,,num_4,2.361047300044447,num_4,0.35,0.8,0.25,0.5,9.21624,18.43248,return,10.617730600060895,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,4,9.25,9.75,10.25,10.75,0,0.5,0.09999999999999998,0.4,1.9,10,initial,36.05,333,351,370,388,0,9,9,9,9,0,,,,,0,0,0,0,0,30,30,22,,,,,num_4,1.421341400127858,num_4,0.1,1.2,0.35,0.6,12.90274,22.11898,return,6.385205199941993,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.44999999999999996,0.25,1.65,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,0,0,0,0,0,31,31,8,,,,,num_4,1.2928357999771833,num_4,0.2,1.1,0.2,0.6,7.37299,22.11898,return,10.340981800109148,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.5,0.4,2.2,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,0,0,0,0,0,32,32,16,,,,,num_4,1.1968173999339342,num_4,0.45,0.9,0.4,0.8,14.74598,29.49197,return,5.017382400110364,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.29999999999999993,0.4,3.1999999999999997,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,0,0,0,0,0,33,33,46,,,,,num_4,1.6122665000148118,num_4,0.15,0.7,0.39999999999999997,0.7,14.74598,25.80547,return,5.73934240010567,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,9,9.5,10,10.5,11,0.5,0.25,0.25,2.25,10,initial,36.05,324,342,361,379,397,9,9,9,9,9,,,,,0,0,0,0,0,34,34,38,,,,,num_5,2.5012998001184314,num_5,0.15,0.9,0.15,0.6,5.52974,22.11898,return,3.2964451001025736,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.8,0.1,3.7,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,0,0,0,0,0,35,35,48,,,,,num_5,1.7277477998286486,num_5,0.35,0.8,0.10000000000000002,0.65,3.6865,23.96222,return,6.2331563998013735,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,0,0,0,0,0,36,36,52,,,,,num_5,1.688774200156331,num_5,0.25,1.0,0.25,0.85,9.21624,31.33522,return,3.3773754998110235,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.29999999999999993,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,0,0,0,0,0,37,37,10,,,,,num_4,1.4373515001498163,num_4,0.1,1.0,0.25,0.5,9.21624,18.43248,return,3.840861599892378,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,0,0,0,0,0,38,38,35,,,,,num_5,1.199319199891761,num_5,0.4,1.0,0.30000000000000004,0.65,11.05949,23.96222,return,4.636368200182915,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.6,0.1,2.9,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,0,0,0,0,0,39,39,42,,,,,num_4,1.1152011000085622,num_4,0.2,0.7,0.10000000000000002,0.6,3.6865,22.11898,return,7.244339199969545,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,0,0,0,0,0,40,40,34,,,,,num_4,1.2666908998508006,num_4,0.2,0.5,0.3,0.7,11.05949,25.80547,return,4.205481100128964,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.6,0.1,1.5,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,0,0,0,0,0,41,41,6,,,,,num_3,1.2936048000119627,num_3,0.15,0.3,0.04999999999999999,0.45,1.84325,16.58923,return,5.062692699953914,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,9.175,9.5875,10,10.4125,10.825,0.4125,0.16249999999999998,0.25,1.9,10,match,36.05,331,346,361,375,390,9,9,9,9,9,,,,,0,0,0,0,0,42,42,23,,,,,num_4,1.182673400035128,num_4,0.15,0.5,0.15,0.5,5.52974,18.43248,return,4.255118899978697,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,match,36.05,307,361,414,0,0,9,9,9,0,0,,,,,0,0,0,0,0,43,43,47,,,,,num_2,1.9094711998477578,num_2,0.15,1.6,0.2,1.4,7.37299,51.61094,return,7.493286099983379,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,5,9,9.5,10,10.5,11,0.5,0.4,0.1,2.1,10,initial,36.05,324,342,361,379,397,9,9,9,9,9,,,,,0,0,0,0,0,44,44,36,,,,,num_5,1.6148735000751913,num_5,0.2,1.2,0.10000000000000002,0.55,3.6865,20.27573,return,6.269219200126827,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
,,,,,,,,,,,,,,,,3,9,10,11,0,0,1,0.75,0.25,2.25,10,match,36.05,324,361,397,0,0,9,9,9,0,0,,,,,0,0,0,0,0,45,45,39,,,,,num_3,1.2152321001049131,num_3,0.1,1.3,0.15000000000000002,0.8,5.52974,29.49197,return,5.9513459000736475,,,,,,,2,23,female,left_right_width,2023_Aug_14_1018,exp1,2021.2.3,60.097056716050375,
